Client_ID,Sales_Rep_ID,Salary,DOB,AUM,Race,Gender,Occupation,Days_with_Bank,Customer_Status,Contacted_Date,Contact_Channel,Appointment Date,Product_Purchased_1,APE,UT_Volume,Product_Status,Date_Closed,Mortage_Amount
C10847,SR103,6060,2/7/1986,109656,Chinese,Male,Student,2290,Not contactable,24 Apr 2025,Phone,,,,,,,
C13070,SR106,4806,1/25/1986,133213,Chinese,Female,Engineer,225,Not contactable,24 Apr 2025,Phone,,,,,,,
C07127,SR023,4344,3/16/1985,76338,Indian,Male,Self-Employed,469,Not contactable,24 Apr 2025,Phone,,,,,,,
C09236,SR087,5118,2/5/1985,123075,Chinese,Male,Self-Employed,144,Not contactable,24 Apr 2025,Phone,,,,,,,
C14879,SR095,2853,5/31/1983,79723,Indian,Female,Engineer,76,Rejected,24 Apr 2025,Phone,,,,,,,
C00744,SR088,6547,7/21/1982,106345,Chinese,Male,Student,1265,Not contactable,24 Apr 2025,Phone,,,,,,,
C04870,SR025,3749,8/7/1979,49626,Chinese,Male,Student,2983,Not contactable,24 Apr 2025,Phone,,,,,,,
C04358,SR058,7107,10/14/1978,114297,Chinese,Female,Teacher,1527,Not contactable,24 Apr 2025,Phone,,,,,,,
C10531,SR058,4812,1/25/1978,96041,Chinese,Male,Nurse,1930,Not contactable,24 Apr 2025,Phone,,,,,,,
C03194,SR007,3977,7/3/1977,113012,Chinese,Female,Nurse,2127,Not contactable,24 Apr 2025,Phone,,,,,,,
C01922,SR075,5186,12/13/1974,108646,Indian,Female,Engineer,2868,Not contactable,24 Apr 2025,Phone,,,,,,,
C09164,SR038,5920,2/1/1974,79382,Chinese,Male,Self-Employed,1387,Rejected,24 Apr 2025,Phone,,,,,,,
C05704,SR014,3993,12/6/1973,128023,Other,Male,Manager,427,Not contactable,24 Apr 2025,Phone,,,,,,,
C05592,SR058,7740,6/1/1973,113566,Malay,Female,Student,1840,Not contactable,24 Apr 2025,Phone,,,,,,,
C07752,SR006,4211,11/5/1971,83635,Chinese,Male,Teacher,2134,Not contactable,24 Apr 2025,Phone,,,,,,,
C08878,SR102,7677,10/12/1971,100218,Malay,Female,Engineer,2387,Rejected,24 Apr 2025,Phone,,,,,,,
C00323,SR004,5084,1/13/1970,118477,Chinese,Female,Student,68,Not contactable,24 Apr 2025,Phone,,,,,,,
C14437,SR108,5780,4/27/1969,110096,Chinese,Female,Engineer,1723,Not contactable,24 Apr 2025,Phone,,,,,,,
C05828,SR003,4385,2/3/1968,84459,Chinese,Female,Self-Employed,2537,Rejected,24 Apr 2025,Phone,,,,,,,
C01580,SR084,4240,2/15/1966,158489,Chinese,Male,Student,2238,Not contactable,24 Apr 2025,Phone,,,,,,,
C04933,SR076,4524,11/13/1964,116565,Malay,Female,Nurse,2022,Rejected,24 Apr 2025,Phone,,,,,,,
C11049,SR060,4531,6/23/1960,119378,Malay,Male,Banker,2835,Not contactable,24 Apr 2025,Phone,,,,,,,
C03031,SR039,4484,5/21/1980,53753,Malay,Female,Manager,2729,Not contactable,25 Apr 2025,Phone,,,,,,,
C09415,SR062,2731,8/17/1970,85595,Chinese,Female,Banker,2944,Not contactable,25 Apr 2025,Phone,,,,,,,
C02221,SR081,5342,10/9/1993,15673,Chinese,Female,Nurse,85,Rejected,25 Apr 2025,Phone,,,,,,,
C01560,SR055,6498,9/27/1971,122779,Malay,Female,Nurse,2877,Rejected,25 Apr 2025,Phone,,,,,,,
C09798,SR063,4850,3/9/1980,100422,Chinese,Male,Engineer,1379,Not contactable,25 Apr 2025,Phone,,,,,,,
C14426,SR082,6905,4/16/1969,57243,Chinese,Male,Teacher,2503,Rejected,25 Apr 2025,Phone,,,,,,,
C05658,SR032,5064,12/11/1989,104803,Chinese,Male,Banker,2340,Not contactable,25 Apr 2025,Phone,,,,,,,
C01502,SR078,5424,3/26/1986,99427,Chinese,Male,Manager,2019,Rejected,25 Apr 2025,Phone,,,,,,,
C12618,SR005,3880,2/11/1968,106636,Chinese,Male,Self-Employed,289,Rejected,25 Apr 2025,Phone,,,,,,,
C14231,SR104,7317,12/11/1985,50285,Japanese,Male,Student,2206,Not contactable,25 Apr 2025,Phone,,,,,,,
C13879,SR038,5337,11/28/1991,68185,Chinese,Male,Self-Employed,254,Not contactable,25 Apr 2025,Phone,,,,,,,
C04698,SR056,6090,8/20/1977,92746,Chinese,Male,Engineer,784,Not contactable,25 Apr 2025,Phone,,,,,,,
C13269,SR032,4277,9/21/1976,110713,Japanese,Male,Banker,1877,Rejected,25 Apr 2025,Phone,,,,,,,
C01548,SR111,4176,9/3/1973,114565,Malay,Male,Banker,280,Not contactable,25 Apr 2025,Phone,,,,,,,
C10000,SR015,6216,1/25/1966,128086,Chinese,Female,Student,126,Rejected,25 Apr 2025,Phone,,,,,,,
C02333,SR074,5375,9/16/1970,113125,Chinese,Female,Teacher,2598,Rejected,25 Apr 2025,Phone,,,,,,,
C10100,SR094,7537,4/24/1966,128281,Chinese,Male,Manager,2776,Rejected,25 Apr 2025,Phone,,,,,,,
C09851,SR110,8505,5/15/1993,38801,Chinese,Male,Self-Employed,1137,Not contactable,25 Apr 2025,Phone,,,,,,,
C01041,SR086,5045,3/28/1965,53524,Chinese,Male,Banker,2861,Rejected,25 Apr 2025,Phone,,,,,,,
C02566,SR087,5138,5/13/1974,105375,Chinese,Male,Manager,101,Rejected,25 Apr 2025,Phone,,,,,,,
C13174,SR087,6517,5/12/1992,167713,Chinese,Male,Teacher,998,Not contactable,25 Apr 2025,Phone,,,,,,,
C05857,SR031,1438,1/14/1976,118028,Malay,Male,Nurse,984,Rejected,25 Apr 2025,Phone,,,,,,,
C11245,SR064,3726,1/14/1998,147277,Indian,Female,Student,1495,Rejected,25 Apr 2025,Phone,,,,,,,
C08171,SR075,4255,7/15/1996,59777,Indian,Male,Banker,2420,Not contactable,25 Apr 2025,Phone,,,,,,,
C10816,SR072,5741,5/28/1994,84310,Malay,Female,Nurse,699,Rejected,25 Apr 2025,Phone,,,,,,,
C11340,SR014,6147,11/6/1986,"$82,304",Chinese,Female,Teacher,2104,"Client met, not won",25 Apr 2025,Phone,27 Apr 2025,,,,,,
C13531,SR079,0,6/15/1962,"$463,553",Chinese,Male,Teacher,1537,"Client met, not won",25 Apr 2025,Phone,28 Apr 2025,,,,,,
C08666,SR014,5978,3/22/1986,"$105,658",Chinese,Female,Teacher,444,"Client met, not won",25 Apr 2025,Phone,29 Apr 2025,,,,,,
C05400,SR111,5596,8/28/1985,115381,Chinese,Female,Teacher,527,Not contactable,25 Apr 2025,Phone,,,,,,,
C12408,SR060,8368,5/4/1985,134326,Chinese,Female,Teacher,2520,Rejected,25 Apr 2025,Phone,,,,,,,
C01191,SR021,6748,7/9/1983,106078,Chinese,Male,Banker,2369,Not contactable,25 Apr 2025,Phone,,,,,,,
C02577,SR012,5154,8/4/1981,50668,Chinese,Female,Banker,473,Rejected,25 Apr 2025,Phone,,,,,,,
C05138,SR085,5905,12/29/1980,109523,Chinese,Female,Banker,1245,Rejected,25 Apr 2025,Phone,,,,,,,
C11640,SR070,5148,6/30/1978,78699,Chinese,Female,Engineer,1877,Not contactable,25 Apr 2025,Phone,,,,,,,
C05011,SR043,5502,6/7/1977,135161,Chinese,Male,Student,2063,Rejected,25 Apr 2025,Phone,,,,,,,
C08011,SR016,4366,6/9/1976,47909,Chinese,Female,Banker,2444,Rejected,25 Apr 2025,Phone,,,,,,,
C10678,SR017,4394,4/29/1976,103424,Chinese,Male,Student,1455,Rejected,25 Apr 2025,Phone,,,,,,,
C03952,SR045,4179,4/6/1975,127461,Chinese,Male,Banker,2573,Not contactable,25 Apr 2025,Phone,,,,,,,
C08192,SR057,4202,2/15/1969,66478,Malay,Female,Engineer,1330,Rejected,25 Apr 2025,Phone,,,,,,,
C04773,SR117,3714,2/19/1973,"$62,949",Chinese,Male,Self-Employed,1188,Won - closed,25 Apr 2025,Phone,25 Apr 2025,Term Basic,4591,,Active,25 Apr 2025,
C03354,SR072,7687,8/23/1964,105982,Chinese,Male,Nurse,165,Rejected,25 Apr 2025,Phone,,,,,,,
C08732,SR030,4651,9/9/1963,125311,Chinese,Female,Nurse,2493,Rejected,25 Apr 2025,Phone,,,,,,,
C03893,SR065,4230,11/27/1962,99597,Indian,Female,Manager,1614,Not contactable,25 Apr 2025,Phone,,,,,,,
C05230,SR078,2731,9/2/1961,98300,Other,Female,Nurse,969,Not contactable,25 Apr 2025,Phone,,,,,,,
C10360,SR038,2993,6/9/1961,111160,Chinese,Female,Manager,739,Rejected,25 Apr 2025,Phone,,,,,,,
C03621,SR016,2449,2/17/1960,78740,Malay,Male,Manager,2569,Not contactable,25 Apr 2025,Phone,,,,,,,
C13661,SR094,4840,3/22/1996,155167,Japanese,Male,Banker,93,Rejected,26 Apr 2025,Phone,,,,,,,
C04220,SR102,4768,2/15/1991,99206,Chinese,Female,Banker,2398,Not contactable,26 Apr 2025,Phone,,,,,,,
C01065,SR114,3302,3/27/1971,56601,Chinese,Male,Engineer,498,Rejected,26 Apr 2025,Phone,,,,,,,
C14591,SR025,5581,12/1/1966,99609,Chinese,Female,Self-Employed,308,Rejected,26 Apr 2025,Phone,,,,,,,
C07160,SR060,6322,7/17/1965,113031,Chinese,Male,Engineer,661,Not contactable,26 Apr 2025,Phone,,,,,,,
C04570,SR003,3644,10/21/1969,92626,Chinese,Male,Self-Employed,115,Rejected,26 Apr 2025,Phone,,,,,,,
C01976,SR022,5978,6/20/1995,118392,Chinese,Female,Teacher,1292,Not contactable,26 Apr 2025,Phone,,,,,,,
C06934,SR061,4967,10/7/1978,142628,Chinese,Male,Student,492,Rejected,26 Apr 2025,Phone,,,,,,,
C02823,SR068,5629,10/19/1977,129413,Indian,Male,Teacher,1220,Rejected,26 Apr 2025,Phone,,,,,,,
C01623,SR113,6258,4/30/1970,51989,Chinese,Female,Teacher,1763,Not contactable,26 Apr 2025,Phone,,,,,,,
C06488,SR083,3912,6/1/1996,78442,Chinese,Female,Self-Employed,2263,Rejected,26 Apr 2025,Phone,,,,,,,
C08161,SR027,5103,11/12/1989,20281,Chinese,Male,Teacher,2469,Not contactable,26 Apr 2025,Phone,,,,,,,
C04703,SR052,5667,8/10/1969,74408,Chinese,Female,Engineer,977,Rejected,26 Apr 2025,Phone,,,,,,,
C02430,SR013,4632,4/3/1990,114869,Malay,Female,Teacher,1213,Not contactable,26 Apr 2025,Phone,,,,,,,
C12000,SR058,5741,10/5/1982,27807,Chinese,Female,Self-Employed,2644,Rejected,26 Apr 2025,Phone,,,,,,,
C04641,SR021,1700,1/24/1992,163232,Chinese,Female,Engineer,291,Rejected,26 Apr 2025,Phone,,,,,,,
C11051,SR072,5143,3/14/1976,127923,Malay,Male,Nurse,397,Rejected,26 Apr 2025,Phone,,,,,,,
C10211,SR018,3573,8/4/1963,138118,Chinese,Male,Self-Employed,760,Not contactable,26 Apr 2025,Phone,,,,,,,
C08343,SR040,6880,11/25/1997,88530,Chinese,Female,Banker,2690,Not contactable,26 Apr 2025,Phone,,,,,,,
C11381,SR069,3433,11/19/1994,69758,Chinese,Female,Nurse,2569,Rejected,26 Apr 2025,Phone,,,,,,,
C00183,SR021,5795,10/13/1968,"$135,519",Chinese,Male,Self-Employed,1188,"Client met, not won",19 Apr 2025,Phone,25 Apr 2025,,,,,,
C14175,SR030,4948,9/5/1972,"$86,044",Chinese,Male,Self-Employed,2165,"Client met, not won",1 Apr 2025,Phone,25 Apr 2025,,,,,,
C14858,SR009,4447,3/1/1973,"$85,697",Chinese,Female,Student,119,"Client met, not won",18 Apr 2025,Phone,25 Apr 2025,,,,,,
C05922,SR072,3709,5/31/1988,105868,Chinese,Male,Nurse,580,Not contactable,26 Apr 2025,Phone,,,,,,,
C08280,SR064,5274,1/12/1988,113598,Chinese,Female,Manager,2174,Not contactable,26 Apr 2025,Phone,,,,,,,
C11618,SR076,6674,6/16/1986,67244,Chinese,Male,Banker,2615,Not contactable,26 Apr 2025,Phone,,,,,,,
C06471,SR071,5528,2/14/1986,44905,Other,Female,Teacher,1484,Not contactable,26 Apr 2025,Phone,,,,,,,
C09927,SR050,6430,6/27/1985,52913,Chinese,Female,Teacher,158,Not contactable,26 Apr 2025,Phone,,,,,,,
C09980,SR120,2456,3/5/1982,128398,Chinese,Female,Manager,2032,Not contactable,26 Apr 2025,Phone,,,,,,,
C14907,SR119,6313,8/23/1971,52744,Malay,Female,Nurse,406,Not contactable,26 Apr 2025,Phone,,,,,,,
C03234,SR058,8431,3/9/1969,95340,Chinese,Male,Engineer,2257,Rejected,26 Apr 2025,Phone,,,,,,,
C12807,SR019,3596,2/1/1969,129837,Chinese,Male,Teacher,152,Rejected,26 Apr 2025,Phone,,,,,,,
C10718,SR107,4282,9/8/1968,110148,Indian,Male,Nurse,2922,Rejected,26 Apr 2025,Phone,,,,,,,
C01914,SR100,5416,3/8/1967,117574,Chinese,Male,Manager,974,Not contactable,26 Apr 2025,Phone,,,,,,,
C02794,SR021,4587,2/2/1967,111861,Chinese,Male,Manager,2083,Rejected,26 Apr 2025,Phone,,,,,,,
C02949,SR090,5004,11/25/1966,134885,Chinese,Male,Engineer,1828,Not contactable,26 Apr 2025,Phone,,,,,,,
C08852,SR040,4922,5/6/1966,96010,Chinese,Female,Manager,1908,Rejected,26 Apr 2025,Phone,,,,,,,
C03440,SR050,4723,11/23/1964,17372,Chinese,Female,Nurse,2743,Rejected,26 Apr 2025,Phone,,,,,,,
C11589,SR021,6143,2/3/1964,102923,Chinese,Female,Engineer,364,Not contactable,26 Apr 2025,Phone,,,,,,,
C12794,SR049,2237,3/15/1963,76983,Chinese,Male,Manager,2029,Rejected,26 Apr 2025,Phone,,,,,,,
C08977,SR056,7699,7/10/1960,113822,Malay,Male,Teacher,1202,Not contactable,26 Apr 2025,Phone,,,,,,,
C10241,SR033,6523,11/30/1971,85173,Chinese,Male,Teacher,1313,Not contactable,27 Apr 2025,Phone,,,,,,,
C14161,SR061,2717,10/4/1973,118632,Chinese,Female,Manager,180,Not contactable,27 Apr 2025,Phone,,,,,,,
C13801,SR096,7692,6/22/1996,88376,Chinese,Female,Self-Employed,2634,Not contactable,27 Apr 2025,Phone,,,,,,,
C12217,SR008,4730,2/8/1973,21884,Chinese,Female,Manager,2605,Not contactable,27 Apr 2025,Phone,,,,,,,
C13002,SR009,5256,11/26/1986,135835,Chinese,Male,Manager,1989,Rejected,27 Apr 2025,Phone,,,,,,,
C08810,SR040,3068,8/19/1986,75179,Chinese,Female,Nurse,1869,Not contactable,27 Apr 2025,Phone,,,,,,,
C04858,SR064,6585,3/3/1975,74170,Chinese,Male,Banker,72,Not contactable,27 Apr 2025,Phone,,,,,,,
C03139,SR003,4729,8/28/1994,121548,Indian,Female,Self-Employed,2330,Rejected,27 Apr 2025,Phone,,,,,,,
C09813,SR062,4054,10/5/1983,93652,Chinese,Female,Self-Employed,2906,Rejected,27 Apr 2025,Phone,,,,,,,
C07946,SR099,4707,3/1/1975,46197,Chinese,Female,Student,1192,Not contactable,27 Apr 2025,Phone,,,,,,,
C12297,SR085,5542,9/19/1988,62672,Malay,Female,Engineer,965,Rejected,27 Apr 2025,Phone,,,,,,,
C14480,SR094,6201,5/14/1977,125299,Malay,Female,Manager,2704,Not contactable,27 Apr 2025,Phone,,,,,,,
C06739,SR063,3951,2/16/1997,75830,Chinese,Female,Student,2115,Not contactable,27 Apr 2025,Phone,,,,,,,
C07331,SR076,4675,12/10/1995,126925,Chinese,Male,Engineer,798,Rejected,27 Apr 2025,Phone,,,,,,,
C14834,SR001,3628,7/19/1995,143154,Indian,Male,Nurse,415,Not contactable,27 Apr 2025,Phone,,,,,,,
C03061,SR087,5733,2/2/1995,155916,Chinese,Female,Teacher,109,Rejected,27 Apr 2025,Phone,,,,,,,
C06144,SR079,3367,3/25/1994,88390,Chinese,Female,Teacher,139,Not contactable,27 Apr 2025,Phone,,,,,,,
C13985,SR105,6838,7/3/1986,"$96,197",Malay,Male,Teacher,2373,"Client met, not won",24 Apr 2025,Phone,26 Apr 2025,,,,,,
C13442,SR014,5755,8/21/1971,"$105,200",Indian,Male,Nurse,2809,"Client met, not won",27 Apr 2025,Phone,28 Apr 2025,,,,,,
C09923,SR024,4568,12/9/1963,"$134,760",Chinese,Female,Banker,114,"Client met, not won",27 Apr 2025,Phone,29 Apr 2025,,,,,,
C02178,SR016,4396,10/24/1992,69892,Indian,Male,Nurse,1663,Not contactable,27 Apr 2025,Phone,,,,,,,
C02205,SR009,3648,10/19/1992,45890,Chinese,Female,Student,1001,Not contactable,27 Apr 2025,Phone,,,,,,,
C12234,SR057,5632,8/20/1992,102284,Chinese,Female,Teacher,1607,Not contactable,27 Apr 2025,Phone,,,,,,,
C02929,SR086,5323,11/15/1982,115002,Chinese,Female,Self-Employed,2861,No show,27 Apr 2025,Phone,30 Apr 2025,,,,,,
C13798,SR081,5008,11/5/1991,129717,Indian,Male,Self-Employed,2094,Not contactable,27 Apr 2025,Phone,,,,,,,
C02733,SR084,5656,8/6/1991,65002,Malay,Female,Manager,1424,Rejected,27 Apr 2025,Phone,,,,,,,
C13968,SR081,5717,4/14/1991,133979,Malay,Female,Engineer,2641,Rejected,27 Apr 2025,Phone,,,,,,,
C06102,SR041,5246,12/11/1986,59056,Chinese,Male,Manager,2156,Rejected,27 Apr 2025,Phone,,,,,,,
C02308,SR013,6759,9/13/1986,128631,Chinese,Male,Self-Employed,1478,Not contactable,27 Apr 2025,Phone,,,,,,,
C09032,SR103,3300,6/14/1986,2006,Chinese,Male,Student,767,Not contactable,27 Apr 2025,Phone,,,,,,,
C00971,SR015,4788,3/8/1986,97607,Chinese,Female,Teacher,1443,Rejected,27 Apr 2025,Phone,,,,,,,
C07099,SR059,3557,12/11/1985,55362,Chinese,Female,Teacher,1673,Rejected,27 Apr 2025,Phone,,,,,,,
C12471,SR042,2984,1/3/1984,125102,Chinese,Female,Student,1650,Rejected,27 Apr 2025,Phone,,,,,,,
C13332,SR107,7134,8/28/1981,120073,Chinese,Female,Self-Employed,2276,Not contactable,27 Apr 2025,Phone,,,,,,,
C12633,SR021,5152,2/5/1980,71453,Chinese,Female,Teacher,1828,Not contactable,27 Apr 2025,Phone,,,,,,,
C08522,SR091,4242,3/17/1979,120802,Chinese,Female,Engineer,1989,Not contactable,27 Apr 2025,Phone,,,,,,,
C04818,SR065,5327,8/4/1975,70550,Chinese,Male,Engineer,2661,Not contactable,27 Apr 2025,Phone,,,,,,,
C07100,SR032,4198,1/10/1975,61826,Chinese,Female,Engineer,279,Rejected,27 Apr 2025,Phone,,,,,,,
C11676,SR041,4919,11/15/1972,8954,Chinese,Female,Nurse,264,Not contactable,27 Apr 2025,Phone,,,,,,,
C05359,SR099,5152,12/29/1968,58256,Chinese,Male,Manager,434,Rejected,27 Apr 2025,Phone,,,,,,,
C13493,SR060,3409,11/28/1961,94631,Indian,Female,Self-Employed,1438,Not contactable,27 Apr 2025,Phone,,,,,,,
C10879,SR013,3969,10/28/1960,60452,Chinese,Male,Banker,2480,Not contactable,27 Apr 2025,Phone,,,,,,,
C11634,SR049,8153,11/18/1986,113800,Chinese,Male,Nurse,2420,Rejected,28 Apr 2025,Phone,,,,,,,
C09094,SR042,5399,7/10/1987,70399,Chinese,Male,Nurse,1170,Rejected,28 Apr 2025,Phone,,,,,,,
C11135,SR090,5900,9/5/1992,100678,Chinese,Female,Banker,1372,Not contactable,28 Apr 2025,Phone,,,,,,,
C04734,SR011,6764,4/10/1989,150672,Chinese,Male,Banker,1773,Not contactable,28 Apr 2025,Phone,,,,,,,
C05616,SR108,6186,12/31/1977,135069,Chinese,Female,Engineer,136,Rejected,28 Apr 2025,Phone,,,,,,,
C14859,SR074,4605,6/22/1962,126432,Chinese,Male,Student,1733,Rejected,28 Apr 2025,Phone,,,,,,,
C11762,SR018,4732,11/27/1980,117009,Japanese,Male,Student,1418,Rejected,28 Apr 2025,Phone,,,,,,,
C03839,SR089,4690,9/27/1963,114028,Chinese,Female,Student,2834,Rejected,28 Apr 2025,Phone,,,,,,,
C14192,SR120,8600,12/10/1972,78547,Indian,Male,Self-Employed,742,Not contactable,28 Apr 2025,Phone,,,,,,,
C00683,SR119,7166,8/17/1972,140804,Indian,Female,Manager,1772,Rejected,28 Apr 2025,Phone,,,,,,,
C03668,SR027,6527,12/6/1985,128740,Chinese,Female,Engineer,986,Rejected,28 Apr 2025,Phone,,,,,,,
C02499,SR030,5398,6/9/1996,112127,Chinese,Male,Manager,1930,Not contactable,28 Apr 2025,Phone,,,,,,,
C00146,SR115,5441,2/3/1978,122459,Chinese,Male,Teacher,132,Not contactable,28 Apr 2025,Phone,,,,,,,
C05778,SR062,6373,3/11/1973,93757,Chinese,Male,Engineer,1491,Not contactable,28 Apr 2025,Phone,,,,,,,
C06987,SR031,6094,5/1/1981,95147,Malay,Female,Engineer,404,Rejected,28 Apr 2025,Phone,,,,,,,
C00293,SR033,5266,4/4/1985,136291,Chinese,Female,Banker,2372,Rejected,28 Apr 2025,Phone,,,,,,,
C06984,SR066,7269,2/17/1966,124334,Chinese,Female,Manager,2144,Not contactable,28 Apr 2025,Phone,,,,,,,
C00383,SR117,4296,2/1/1978,102177,Indian,Male,Banker,1956,Rejected,28 Apr 2025,Phone,,,,,,,
C11080,SR058,5163,9/15/1984,132577,Indian,Male,Student,2205,Not contactable,28 Apr 2025,Phone,,,,,,,
C13023,SR004,4093,10/7/1968,125539,Malay,Male,Nurse,784,Not contactable,28 Apr 2025,Phone,,,,,,,
C14145,SR059,4322,6/8/1978,116461,Indian,Male,Nurse,2087,Not contactable,28 Apr 2025,Phone,,,,,,,
C14138,SR015,5624,7/26/1991,103744,Chinese,Female,Banker,2253,Not contactable,28 Apr 2025,Phone,,,,,,,
C13016,SR072,7775,2/14/1970,105520,Other,Male,Student,2188,Rejected,28 Apr 2025,Phone,,,,,,,
C04880,SR028,7370,1/1/1975,121051,Chinese,Female,Student,2219,Not contactable,28 Apr 2025,Phone,,,,,,,
C08409,SR084,3002,3/3/1997,147951,Indian,Female,Banker,1118,Rejected,28 Apr 2025,Phone,,,,,,,
C10439,SR100,3014,4/21/1994,101908,Chinese,Female,Nurse,203,Not contactable,28 Apr 2025,Phone,,,,,,,
C08448,SR114,6189,12/31/1996,"$63,025",Chinese,Male,Student,2873,"Client met, not won",16 Apr 2025,Phone,27 Apr 2025,,,,,,
C01157,SR020,3269,10/16/1971,"$78,103",Chinese,Male,Manager,482,"Client met, not won",12 Apr 2025,Phone,28 Apr 2025,,,,,,
C00274,SR058,5354,2/24/1993,68642,Chinese,Female,Nurse,478,Rejected,28 Apr 2025,Phone,,,,,,,
C04772,SR119,0,6/24/1982,"$153,936",Chinese,Female,Engineer,1738,"Client met, not won",28 Apr 2025,Phone,30 Apr 2025,,,,,,
C02849,SR034,2861,9/11/1975,"$183,897",Chinese,Male,Teacher,1013,No show,28 Apr 2025,Phone,30 Apr 2025,,,,,,
C03990,SR087,8615,5/15/1992,95029,Chinese,Female,Self-Employed,2792,Rejected,28 Apr 2025,Phone,,,,,,,
C01995,SR076,5596,3/3/1991,95857,Chinese,Male,Manager,2245,Rejected,28 Apr 2025,Phone,,,,,,,
C09137,SR034,2995,7/13/1990,107331,Chinese,Male,Engineer,2845,Not contactable,28 Apr 2025,Phone,,,,,,,
C13251,SR047,3249,10/23/1988,88308,Indian,Female,Manager,1375,Rejected,28 Apr 2025,Phone,,,,,,,
C02514,SR024,5085,8/25/1987,120914,Chinese,Male,Banker,2606,Not contactable,28 Apr 2025,Phone,,,,,,,
C13804,SR109,5926,12/14/1985,69055,Chinese,Male,Engineer,209,Not contactable,28 Apr 2025,Phone,,,,,,,
C02569,SR057,3670,9/23/1984,158557,Malay,Male,Engineer,2148,Rejected,28 Apr 2025,Phone,,,,,,,
C05798,SR094,6002,2/12/1984,127299,Chinese,Female,Teacher,2422,Not contactable,28 Apr 2025,Phone,,,,,,,
C05787,SR044,4503,8/5/1983,105849,Indian,Male,Student,1957,Rejected,28 Apr 2025,Phone,,,,,,,
C03282,SR090,7684,3/17/1982,84325,Other,Female,Manager,299,Not contactable,28 Apr 2025,Phone,,,,,,,
C02129,SR061,6665,9/8/1981,62333,Chinese,Male,Banker,51,Not contactable,28 Apr 2025,Phone,,,,,,,
C13551,SR016,6762,5/16/1981,125331,Malay,Female,Banker,2509,Rejected,28 Apr 2025,Phone,,,,,,,
C03106,SR073,5428,10/19/1980,53044,Chinese,Male,Manager,1470,Rejected,28 Apr 2025,Phone,,,,,,,
C13321,SR111,5263,2/5/1980,69662,Chinese,Male,Engineer,2157,Rejected,28 Apr 2025,Phone,,,,,,,
C02675,SR091,4545,1/1/1979,139749,Malay,Male,Engineer,2615,Not contactable,28 Apr 2025,Phone,,,,,,,
C00548,SR005,6668,7/22/1978,76398,Chinese,Female,Teacher,2083,Not contactable,28 Apr 2025,Phone,,,,,,,
C09176,SR105,4083,2/10/1978,87243,Chinese,Male,Engineer,399,Rejected,28 Apr 2025,Phone,,,,,,,
C02943,SR035,6044,1/1/1975,118390,Chinese,Female,Engineer,1527,Not contactable,28 Apr 2025,Phone,,,,,,,
C09739,SR053,3012,10/3/1974,69899,Chinese,Female,Student,2197,Not contactable,28 Apr 2025,Phone,,,,,,,
C10918,SR032,4669,4/13/1974,117190,Malay,Female,Student,344,Not contactable,28 Apr 2025,Phone,,,,,,,
C12320,SR117,4141,10/4/1973,118149,Chinese,Female,Engineer,603,Rejected,28 Apr 2025,Phone,,,,,,,
C04671,SR057,3394,8/7/1972,91318,Chinese,Female,Student,2656,Not contactable,28 Apr 2025,Phone,,,,,,,
C12663,SR100,3746,10/3/1970,133470,Chinese,Female,Teacher,1424,Rejected,28 Apr 2025,Phone,,,,,,,
C13795,SR072,3886,9/1/1969,117345,Chinese,Female,Nurse,158,Not contactable,28 Apr 2025,Phone,,,,,,,
C05511,SR088,4616,7/27/1969,87453,Chinese,Female,Self-Employed,651,Not contactable,28 Apr 2025,Phone,,,,,,,
C03950,SR117,2994,8/28/1966,93120,Chinese,Female,Banker,2744,Not contactable,28 Apr 2025,Phone,,,,,,,
C09282,SR035,2960,5/18/1965,119220,Chinese,Male,Student,1819,Rejected,28 Apr 2025,Phone,,,,,,,
C13430,SR052,4463,1/30/1965,140618,Chinese,Male,Banker,2806,Rejected,28 Apr 2025,Phone,,,,,,,
C12765,SR110,4421,10/7/1964,87487,Indian,Male,Self-Employed,1793,Not contactable,28 Apr 2025,Phone,,,,,,,
C09721,SR100,5267,3/18/1964,86612,Chinese,Female,Self-Employed,219,Not contactable,28 Apr 2025,Phone,,,,,,,
C09375,SR070,4200,8/12/1963,175542,Chinese,Male,Manager,1887,Not contactable,28 Apr 2025,Phone,,,,,,,
C12376,SR047,3164,4/8/1962,80975,Indian,Male,Self-Employed,2648,Not contactable,28 Apr 2025,Phone,,,,,,,
C08026,SR083,2632,2/26/1961,113844,Chinese,Male,Nurse,432,Rejected,28 Apr 2025,Phone,,,,,,,
C04427,SR036,5884,4/27/1978,103020,Chinese,Female,Student,2415,Not contactable,29 Apr 2025,Phone,,,,,,,
C09795,SR118,7584,5/19/1987,62687,Chinese,Female,Self-Employed,104,Rejected,29 Apr 2025,Phone,,,,,,,
C07419,SR053,7075,12/12/1976,59873,Chinese,Female,Self-Employed,249,Rejected,29 Apr 2025,Phone,,,,,,,
C03725,SR008,5658,10/12/1969,82918,Chinese,Male,Engineer,1400,Not contactable,29 Apr 2025,Phone,,,,,,,
C09847,SR060,3728,10/7/1991,93257,Indian,Female,Nurse,393,Rejected,29 Apr 2025,Phone,,,,,,,
C14558,SR050,2974,9/15/1987,114299,Chinese,Male,Engineer,2069,Rejected,29 Apr 2025,Phone,,,,,,,
